alias,material_base_norm,material_grade_norm,confidence,source_file,source_row,review_required,review_reason
丁二醇酯,PET,PET 灰色 白色,0.9,材料价格.xlsx,145,FALSE,
PBT,PBT,PBT 白色黑色,0.9,材料价格.xlsx,146,FALSE,
聚对苯二甲酸,PBT,PBT 白色黑色,0.9,材料价格.xlsx,146,FALSE,
PBT+GF30,PBT+GF30,PBT+GF30 白色黑色,0.9,材料价格.xlsx,147,FALSE,
PVC,PVC,PVC 深灰 浅灰,0.9,材料价格.xlsx,148,FALSE,
聚氯乙烯,PVC,PVC 深灰 浅灰,0.9,材料价格.xlsx,148,FALSE,
CPVC,CPVC,CPVC 深灰 浅灰,0.9,材料价格.xlsx,149,FALSE,
氯化聚氯乙烯,CPVC,CPVC 深灰 浅灰,0.9,材料价格.xlsx,149,FALSE,
PMMA,PMMA,PMMA 透明,0.9,材料价格.xlsx,150,FALSE,
亚克力 有机板,PMMA,PMMA 透明,0.9,材料价格.xlsx,150,FALSE,
PEI,PEI,PEI 琥珀色,0.9,材料价格.xlsx,151,FALSE,
聚醚洗亚胺,PEI,PEI 琥珀色,0.9,材料价格.xlsx,151,FALSE,
PSU,PSU,PSU 琥珀色,0.9,材料价格.xlsx,154,FALSE,
聚砜,PSU,PSU 琥珀色,0.9,材料价格.xlsx,154,FALSE,
PES,PES,PES 琥珀色,0.9,材料价格.xlsx,155,FALSE,
砜聚龙,PES,PES 琥珀色,0.9,材料价格.xlsx,155,FALSE,
PPSU,PPSU,PPSU 白 米黄 黑色,0.9,材料价格.xlsx,156,FALSE,
高性能聚合物,PPSU,PPSU 白 米黄 黑色,0.9,材料价格.xlsx,156,FALSE,
POM+PTFE,POM+PTFE,POM+PTFE 棕色,0.9,材料价格.xlsx,157,FALSE,
赛钢+铁氟龙,POM+PTFE,POM+PTFE 棕色,0.9,材料价格.xlsx,157,FALSE,
PPS,PPS,PPS 白色 黑色,0.9,材料价格.xlsx,158,FALSE,
聚苯硫醚,PPS,PPS 白色 黑色,0.9,材料价格.xlsx,158,FALSE,
PPS+GF,PPS+GF,PPS+GF 白色 黑色,0.9,材料价格.xlsx,159,FALSE,
PEEK,PEEK,PEEK 瓷白白色,0.9,材料价格.xlsx,160,FALSE,
聚醚醚酮,PEEK,PEEK 瓷白白色,0.9,材料价格.xlsx,160,FALSE,
PEEK(名牌：KETRON100),PEEK(名牌：KETRON100),PEEK(名牌：KETRON100),0.9,材料价格.xlsx,165,FALSE,
电木,电木,电木 棕红 黑色 黄色,0.9,材料价格.xlsx,166,FALSE,
PBI,PBI,PBI 黑色,0.9,材料价格.xlsx,167,FALSE,
聚苯并咪唑,PBI,PBI 黑色,0.9,材料价格.xlsx,167,FALSE,
PAI,PAI,PAI 黑 墨绿 蛋黄,0.9,材料价格.xlsx,168,FALSE,
酰胺基新型料,PAI,PAI 黑 墨绿 蛋黄,0.9,材料价格.xlsx,168,FALSE,
PI,PI,PI 棕色 黑色,0.9,材料价格.xlsx,169,FALSE,
聚酰亚胺,PI,PI 棕色 黑色,0.9,材料价格.xlsx,169,FALSE,
PFA,PFA,PFA 乳白,0.9,材料价格.xlsx,170,FALSE,
偏一氟,PFA,PFA 乳白,0.9,材料价格.xlsx,170,FALSE,
PVDF,PVDF,PVDF 白色,0.9,材料价格.xlsx,171,FALSE,
偏二氟,PVDF,PVDF 白色,0.9,材料价格.xlsx,171,FALSE,
PCTFE,PCTFE,PCTFE 半透,0.9,材料价格.xlsx,172,FALSE,
偏三氟,PCTFE,PCTFE 半透,0.9,材料价格.xlsx,172,FALSE,
PTFE,PTFE,PTFE 白色 黑色,0.9,材料价格.xlsx,173,FALSE,
偏四氟,PTFE,PTFE 白色 黑色,0.9,材料价格.xlsx,173,FALSE,
TORLON 4275,TORLON 4275,TORLON 4275 黑色,0.9,材料价格.xlsx,174,FALSE,
聚酰胺 - 酰亚胺,TORLON 4275,TORLON 4275 黑色,0.9,材料价格.xlsx,174,FALSE,
